DIRECCION ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMA,FECHA,DIA_SEMANA,RANGO_EDAD
CALLE 110 CON CARRERA 6,Conductor,herido,Choque,M,54,1,2024-01-19,Friday,46-60
CALLE 19 CARRERA 8,Motociclista,herido,Choque,M,58,1,2024-01-19,Friday,46-60
CALLE 30 CARRERA 33,Pasajero,herido,Choque,F,19,1,2024-01-19,Friday,18-30
CALLE 30 CARRERA 33,Pasajero,herido,Choque,F,41,1,2024-01-19,Friday,31-45
CALLE 69 CARRERA 48,Motociclista,herido,Choque,M,35,1,2024-01-19,Friday,31-45
CALLE 70 C  CON CARRERA 24B,Acompa̱ante,herido,Choque,M,20,1,2024-01-19,Friday,18-30
CALLE 70 C  CON CARRERA 24B,Motociclista,herido,Choque,M,23,1,2024-01-19,Friday,18-30
CARRERA 14 CALLE 54,Motociclista,herido,Choque,M,63,1,2024-01-19,Friday,60+
CARRERA 9J CALLE 70C,Motociclista,herido,Choque,M,28,1,2024-01-19,Friday,18-30
CALLE 45 CON CARRERA 1B,Peaton,herido,Atropello,M,57,1,2024-01-20,Saturday,46-60
CALLE 114 TRANSVERSAL 29,Acompa̱ante,herido,Choque,M,38,1,2024-01-20,Saturday,31-45
CALLE 114 TRANSVERSAL 29,Motociclista,herido,Choque,M,28,1,2024-01-20,Saturday,18-30
CALLE 40 CARRERA 33,Motociclista,herido,Choque,F,24,1,2024-01-20,Saturday,18-30
CALLE 53 CON CARRERA 1E,Motociclista,herido,Choque,M,25,1,2024-01-20,Saturday,18-30
CARRERA 2 CALLE 30,Motociclista,herido,Choque,M,37,1,2024-01-20,Saturday,31-45
CARRERA 42D # 8-41,Peaton,herido,Atropello,M,62,1,2024-01-21,Sunday,60+
CALLE 110 CON CARRERA 12,Acompa̱ante,herido,Choque,M,60,1,2024-01-21,Sunday,46-60
CALLE 110 CON CARRERA 12,Motociclista,herido,Choque,M,38,1,2024-01-21,Sunday,31-45
CALLE 45 CON CARRERA 27,Pasajero,herido,Choque,F,21,1,2024-01-21,Sunday,18-30
CARRERA 30 CALLE 6,Conductor,herido,Choque,M,28,1,2024-01-21,Sunday,18-30
CARRERA 30 CALLE 6,Conductor,herido,Choque,M,38,1,2024-01-21,Sunday,31-45
CALLE 110 GLORIETA VENTANA AL MUNDO,Pasajero,herido,Volcamiento,F,8,1,2024-01-21,Sunday,<18
CALLE 110 GLORIETA VENTANA AL MUNDO,Pasajero,herido,Volcamiento,F,38,2,2024-01-21,Sunday,31-45
CALLE 110 GLORIETA VENTANA AL MUNDO,Pasajero,herido,Volcamiento,F,41,1,2024-01-21,Sunday,31-45
CALLE 110 GLORIETA VENTANA AL MUNDO,Pasajero,herido,Volcamiento,F,43,1,2024-01-21,Sunday,31-45
CALLE 110 GLORIETA VENTANA AL MUNDO,Pasajero,herido,Volcamiento,F,66,1,2024-01-21,Sunday,60+
CALLE 110 GLORIETA VENTANA AL MUNDO,Pasajero,herido,Volcamiento,M,13,2,2024-01-21,Sunday,<18
CALLE 110 GLORIETA VENTANA AL MUNDO,Pasajero,herido,Volcamiento,M,38,3,2024-01-21,Sunday,31-45
CARRERA 47 #80-266,Peaton,herido,Atropello,M,41,1,2024-01-22,Monday,31-45
CALLE 38 CARRERA 22,Acompa̱ante,herido,Choque,F,19,1,2024-01-22,Monday,18-30
CALLE 38 CARRERA 22,Motociclista,herido,Choque,M,18,1,2024-01-22,Monday,18-30
CARRERA 10 CALLE 27D,Motociclista,herido,Choque,M,21,1,2024-01-22,Monday,18-30
CARRERA 41D CON CALLE 75B,Conductor,herido,Choque,M,26,1,2024-01-22,Monday,18-30
CARRERA 41D CON CALLE 75B,Motociclista,herido,Choque,M,31,1,2024-01-22,Monday,31-45
CARRERA 41D CON CALLE 75B,Pasajero,herido,Choque,F,45,1,2024-01-22,Monday,31-45
CARRERA 57 CALLE 99,Motociclista,herido,Choque,M,33,1,2024-01-22,Monday,31-45
VIA BARRANQUILLA GALAPA KM 109,Motociclista,herido,Choque,M,22,1,2024-01-22,Monday,18-30
CALLE 131 # 9-125,Peaton,herido,Atropello,M,50,1,2024-01-23,Tuesday,46-60
CALLE 17 CARRERA 12,Acompa̱ante,herido,Atropello,M,22,1,2024-01-23,Tuesday,18-30
CALLE 17 CARRERA 12,Motociclista,herido,Atropello,M,20,1,2024-01-23,Tuesday,18-30
CALLE 17 CARRERA 12,Peaton,herido,Atropello,M,61,1,2024-01-23,Tuesday,60+
CALLE 17 CRA 29,Conductor,herido,Choque,M,29,1,2024-01-23,Tuesday,18-30
CALLE 17 CRA 29,Pasajero,herido,Choque,F,34,1,2024-01-23,Tuesday,31-45
CALLE 17 CRA 29,Pasajero,herido,Choque,F,58,1,2024-01-23,Tuesday,46-60
TRANSVERSAL 44 ENTRE CALLE 99 Y 99C,Acompa̱ante,muerto,Volcamiento,M,68,1,2024-01-23,Tuesday,60+
CALLE 110 CON CARRERA 9G,Peaton,herido,Atropello,M,22,1,2024-01-24,Wednesday,18-30
CALLE 30 CARRERA 20,Motociclista,herido,Atropello,M,37,1,2024-01-24,Wednesday,31-45
CALLE 90 CON CARRERA 1,Peaton,herido,Atropello,M,84,1,2024-01-24,Wednesday,60+
AVENIDA MURILLO CON CARRERA 11,Ciclista,herido,Choque,M,21,1,2024-01-24,Wednesday,18-30
CALLE 24 CARRERA 23,Motociclista,herido,Choque,M,32,1,2024-01-24,Wednesday,31-45
CALLE 76 CON CARRERA 8G,Motociclista,herido,Choque,M,29,1,2024-01-24,Wednesday,18-30
CALLE 84B CARRERA 41D,Motociclista,herido,Choque,M,53,1,2024-01-24,Wednesday,46-60
CALLE 94 CARRERA 59B,Motociclista,herido,Choque,M,21,1,2024-01-24,Wednesday,18-30
CALLE 98B CON CARRERA 50,Conductor,herido,Choque,F,22,1,2024-01-24,Wednesday,18-30
CARRERA 43 CON CALLE 72,Peaton,herido,Otro,F,30,1,2024-01-24,Wednesday,18-30
CALLE 18 CARRERA 17B,Motociclista,herido,Volcamiento,M,24,1,2024-01-24,Wednesday,18-30
CARRERA 50 CON CALLE 76,Pasajero,herido,Caida Ocupante,F,42,1,2024-01-25,Thursday,31-45
CALLE 53B CARRERA 21,Conductor,herido,Choque,F,44,1,2024-01-25,Thursday,31-45
CALLE 81 ENTRE CRA 57 - 58,Acompa̱ante,herido,Choque,M,38,1,2024-01-25,Thursday,31-45
CARRERA 38 CALLE 68,Pasajero,herido,Choque,F,29,1,2024-01-25,Thursday,18-30
CARRERA 38 CALLE 68,Pasajero,herido,Choque,M,9,1,2024-01-25,Thursday,<18
CARRERA 38 CON CALLE 11,Motociclista,herido,Choque,M,54,1,2024-01-25,Thursday,46-60
CALLE 110 CON CARRERA 11,Peaton,herido,Atropello,M,37,1,2024-01-26,Friday,31-45
CARRERA 4 CON CALLE 45G,Pasajero,herido,Caida Ocupante,F,74,1,2024-01-26,Friday,60+
AV CIRCUNVALAR CON CALLE 96,Motociclista,herido,Choque,M,28,1,2024-01-26,Friday,18-30
CALLE 34 CARRERA 33,Motociclista,herido,Choque,F,30,1,2024-01-26,Friday,18-30
CALLE 56 CON CARRERA 10,Motociclista,herido,Choque,F,39,1,2024-01-26,Friday,31-45
CALLE 85 CARRERA 42H,Motociclista,herido,Choque,M,20,1,2024-01-26,Friday,18-30
CARRERA 5 SUR CALLE 68,Motociclista,herido,Choque,M,24,1,2024-01-26,Friday,18-30
CALLE 30 CARRERA 40,Motociclista,herido,Atropello,M,21,1,2024-01-27,Saturday,18-30
CALLE 30 CARRERA 40,Peaton,herido,Atropello,M,56,1,2024-01-27,Saturday,46-60
CALLE 49 CARRERA 57,Conductor,herido,Choque,F,41,1,2024-01-27,Saturday,31-45
CALLE 51B CON CARRERA 3 SUR.,Peaton,herido,Atropello,M,76,1,2024-01-28,Sunday,60+
CALLE 84 CARRERA 42B1,Acompa̱ante,herido,Choque,F,34,1,2024-01-28,Sunday,31-45
CARRERA 9G CON CALLE 136,Acompa̱ante,herido,Choque,F,25,1,2024-01-28,Sunday,18-30
CARRERA 9G CON CALLE 136,Motociclista,muerto,Choque,M,26,1,2024-01-28,Sunday,18-30
CARRERA 43 CALLE 63B,Pasajero,herido,Caida Ocupante,F,63,1,2024-01-29,Monday,60+
CALLE 110 CRA 14,Conductor,herido,Choque,F,53,1,2024-01-29,Monday,46-60
CALLE 58 CARRERA 26,Motociclista,herido,Choque,M,23,1,2024-01-29,Monday,18-30
CALLE 68 CON CARRERA 39B,Acompa̱ante,herido,Choque,F,72,1,2024-01-29,Monday,60+
CARRERA 47 CALLE 62,Acompa̱ante,herido,Choque,F,21,1,2024-01-29,Monday,18-30
CARRERA 47 CALLE 62,Motociclista,herido,Choque,M,20,1,2024-01-29,Monday,18-30
CARRERA 6 CALLE 72,Motociclista,herido,Atropello,M,9,1,2024-01-30,Tuesday,<18
CARRERA 6 CALLE 72,Peaton,herido,Atropello,M,15,1,2024-01-30,Tuesday,<18
CALLE 68 CON CARREA 16,Motociclista,herido,Caida Ocupante,F,23,1,2024-01-30,Tuesday,18-30
CALLE 110 CON CARRERA 4,Motociclista,herido,Choque,M,23,1,2024-01-30,Tuesday,18-30
CALLE 45 # 9F-108,Ciclista,herido,Choque,M,20,1,2024-01-30,Tuesday,18-30
CALLE 84 CON CRA 41F,Acompa̱ante,herido,Choque,F,30,1,2024-01-30,Tuesday,18-30
CALLE 84 CON CRA 41F,Motociclista,herido,Choque,M,30,1,2024-01-30,Tuesday,18-30
CARRERA 46 CALLE 91,Motociclista,herido,Choque,M,42,1,2024-01-30,Tuesday,31-45
CALLE 34C CARRERA 4,Peaton,herido,Atropello,F,57,1,2024-02-01,Thursday,46-60
CALLE 56D CRA 13,Acompa̱ante,herido,Choque,M,65,1,2024-02-01,Thursday,60+
CALLE 74 CON CRA 49,Motociclista,herido,Choque,M,38,1,2024-02-01,Thursday,31-45
CALLE 91 # 6E2-28,Motociclista,herido,Choque,M,25,1,2024-02-01,Thursday,18-30
CARRERA 44 CALLE 80 ESQUINA,Motociclista,herido,Choque,F,24,1,2024-02-01,Thursday,18-30
VIA 40 CALLE 58-135,Pasajero,herido,Choque,F,56,1,2024-02-01,Thursday,46-60
CARRERA 43 CALLE 48,Peaton,herido,Atropello,F,45,1,2024-02-02,Friday,31-45
AVENIDA VIA 40 #85-1500,Acompa̱ante,herido,Choque,M,22,1,2024-02-02,Friday,18-30
AVENIDA VIA 40 #85-1500,Motociclista,herido,Choque,M,25,1,2024-02-02,Friday,18-30
CALLE 110 CON CARRERA 9D,Motociclista,herido,Choque,M,39,1,2024-02-02,Friday,31-45
CARRERA 9 CALLE 5,Motociclista,herido,Choque,M,49,1,2024-02-02,Friday,46-60
CRA 43 CON CALLE 117,Motociclista,herido,Choque,M,29,1,2024-02-02,Friday,18-30
CARRERA 15 #72-104,Peaton,herido,Atropello,F,5,1,2024-02-03,Saturday,<18
CARRERA 53 CALLE 76,Peaton,herido,Atropello,M,31,1,2024-02-03,Saturday,31-45
CALLE 100 CON CARRERA 12B,Acompa̱ante,herido,Choque,F,21,1,2024-02-03,Saturday,18-30
CALLE 100 CON CARRERA 12B,Motociclista,herido,Choque,M,22,1,2024-02-03,Saturday,18-30
CALLE 30 # 15 - 22,Acompa̱ante,herido,Choque,F,58,1,2024-02-03,Saturday,46-60
CALLE 47C CARRERA 25,Conductor,herido,Choque,M,28,1,2024-02-03,Saturday,18-30
CARRERA 15 CALLE 63B,Acompa̱ante,herido,Choque,F,19,1,2024-02-03,Saturday,18-30
CARRERA 15 CALLE 63B,Motociclista,herido,Choque,M,25,1,2024-02-03,Saturday,18-30
CARRERA 15 SUR CALLE 100,Motociclista,herido,Choque,M,22,1,2024-02-03,Saturday,18-30
CARRERA 57 CALLE 85,Acompa̱ante,herido,Choque,F,19,1,2024-02-03,Saturday,18-30
CARRERA 57 CALLE 85,Acompa̱ante,herido,Choque,F,39,1,2024-02-03,Saturday,31-45
CARRERA 57 CALLE 85,Conductor,herido,Choque,M,42,1,2024-02-03,Saturday,31-45
CALLE 53D CRA 19,Motociclista,herido,Choque,M,29,1,2024-02-04,Sunday,18-30
CALLE 53D CRA 19,Pasajero,herido,Choque,F,26,1,2024-02-04,Sunday,18-30
CARRERA 30 CALLE 48,Motociclista,herido,Choque,M,26,1,2024-02-04,Sunday,18-30
CARRERA 58 CON CALLE 90,Motociclista,herido,Choque,M,29,1,2024-02-04,Sunday,18-30
CRA 1H # 41B - 292,Motociclista,herido,Choque,M,19,1,2024-02-04,Sunday,18-30
CALLE 30 CON CARRERA 41,Conductor,herido,Choque,M,60,1,2024-02-05,Monday,46-60
CALLE 53D CARRERA 20,Acompa̱ante,herido,Choque,F,39,1,2024-02-05,Monday,31-45
CALLE 53D CARRERA 20,Motociclista,herido,Choque,M,63,1,2024-02-05,Monday,60+
CALLE 110 CARRERA 9G,Acompa̱ante,herido,Choque,M,22,1,2024-02-06,Tuesday,18-30
CALLE 110 CARRERA 9G,Motociclista,herido,Choque,M,26,1,2024-02-06,Tuesday,18-30
CARRERA 13 CON CALLE 73B,Acompa̱ante,herido,Choque,F,22,1,2024-02-06,Tuesday,18-30
CARRERA 43B CON CALLE 6,Motociclista,herido,Choque,M,30,1,2024-02-06,Tuesday,18-30
CARRERA 37 CON CALLE 63,Conductor,herido,Choque,M,32,1,2024-02-07,Wednesday,31-45
CARRERA 37 CON CALLE 63,Motociclista,herido,Choque,M,33,1,2024-02-07,Wednesday,31-45
CALLE 45 CARRERA 46,Peaton,herido,Atropello,F,51,1,2024-02-08,Thursday,46-60
CALLE 110 CARRERA 12A,Motociclista,herido,Choque,M,34,1,2024-02-08,Thursday,31-45
CALLE 110 CON CARRERA 38B,Motociclista,herido,Choque,M,23,1,2024-02-08,Thursday,18-30
CARRERA 47 CALLE 80,Acompa̱ante,herido,Choque,F,39,1,2024-02-08,Thursday,31-45
CARRERA 47 CALLE 80,Acompa̱ante,herido,Choque,M,63,1,2024-02-08,Thursday,60+
CARRERA 47 CALLE 80,Conductor,herido,Choque,M,34,1,2024-02-08,Thursday,31-45
CARRERA 47 CALLE 80,Motociclista,herido,Choque,M,56,1,2024-02-08,Thursday,46-60
CARRERA 6 CON CALLE 99,Acompa̱ante,herido,Choque,F,29,1,2024-02-08,Thursday,18-30
CARRERA 6 CON CALLE 99,Motociclista,herido,Choque,F,23,1,2024-02-08,Thursday,18-30
CALLE 17 # 17B - 51,Peaton,herido,Atropello,F,45,1,2024-02-09,Friday,31-45
CALLE 17 # 17B - 51,Peaton,herido,Atropello,F,72,1,2024-02-09,Friday,60+
CALLE 70 CARRERA 48,Pasajero,herido,Caida Ocupante,F,41,1,2024-02-09,Friday,31-45
AVENIDA CIRCUNVALAR CARRERA 15 SUR,Acompa̱ante,herido,Choque,M,27,1,2024-02-09,Friday,18-30
AVENIDA CIRCUNVALAR CARRERA 15 SUR,Conductor,muerto,Choque,M,49,1,2024-02-09,Friday,46-60
CARRERA 15 SUR # 70 - 152,Motociclista,herido,Choque,M,46,1,2024-02-09,Friday,46-60
CARRERA 45 CALLE 62,Acompa̱ante,herido,Choque,F,31,1,2024-02-09,Friday,31-45
CARRERA 45 CALLE 62,Motociclista,herido,Choque,F,35,1,2024-02-09,Friday,31-45
CALLE 110 CARRERA 9G,Acompa̱ante,herido,Atropello,F,26,1,2024-02-10,Saturday,18-30
CALLE 110 CARRERA 9G,Peaton,herido,Atropello,F,27,1,2024-02-10,Saturday,18-30
CALLE 76 CARRERA 6,Ciclista,herido,Choque,M,68,1,2024-02-10,Saturday,60+
CALLE 80 CON CARRERA 51B,Pasajero,herido,Choque,F,36,1,2024-02-10,Saturday,31-45
CALLE 99C CARRERA 6,Acompa̱ante,herido,Choque,M,39,1,2024-02-10,Saturday,31-45
CALLE 99C CARRERA 6,Motociclista,herido,Choque,M,26,1,2024-02-10,Saturday,18-30
CARRERA 38 CALLE 50,Pasajero,herido,Choque,F,62,1,2024-02-10,Saturday,60+
CARRERA 38 CALLE 50,Pasajero,herido,Choque,M,62,1,2024-02-10,Saturday,60+
VIA 40 CARRERA 51,Motociclista,herido,Choque,M,23,1,2024-02-10,Saturday,18-30
CALLE 56 CRA 30,Conductor,herido,Choque,F,29,1,2024-02-11,Sunday,18-30
CALLE 56 CRA 30,Motociclista,herido,Choque,M,18,1,2024-02-11,Sunday,18-30
CALLE 85 CARRERA 47,Acompa̱ante,muerto,Choque,F,24,1,2024-02-11,Sunday,18-30
CALLE 85 CARRERA 47,Motociclista,muerto,Choque,M,22,1,2024-02-11,Sunday,18-30
CARRERA 47 CALLE 75,Motociclista,herido,Choque,M,35,1,2024-02-11,Sunday,31-45
CARRERA 42F CALLE 75B,Acompa̱ante,herido,Choque,F,21,1,2024-02-12,Monday,18-30
CARRERA 42F CALLE 75B,Motociclista,herido,Choque,M,24,1,2024-02-12,Monday,18-30
CARRERA 51 CALLE 44,Acompa̱ante,herido,Choque,F,27,1,2024-02-12,Monday,18-30
CARRERA 51 CALLE 44,Motociclista,herido,Choque,M,30,1,2024-02-12,Monday,18-30
CRA 27 CON CALLE 83,Acompa̱ante,herido,Choque,F,21,1,2024-02-12,Monday,18-30
CRA 27 CON CALLE 83,Motociclista,herido,Choque,M,38,1,2024-02-12,Monday,31-45
VIA 40 CON 70C,Acompa̱ante,herido,Otro,M,19,1,2024-02-12,Monday,18-30
CALLE 110 CON CRA 43,Motociclista,herido,Choque,M,32,1,2024-02-13,Tuesday,31-45
CALLE 45 CON CARRERA 8C,Motociclista,herido,Choque,M,40,1,2024-02-13,Tuesday,31-45
CALLE 53D CARRERA 25A,Motociclista,herido,Choque,F,19,1,2024-02-13,Tuesday,18-30
CARRERA 22 CON CALLE 51,Motociclista,herido,Choque,M,33,1,2024-02-13,Tuesday,31-45
CALLE 17 CON CARRERA 29,Peaton,herido,Atropello,F,2,1,2024-02-14,Wednesday,<18
CALLE 17 CARRERA 15,Motociclista,herido,Choque,F,17,1,2024-02-14,Wednesday,<18
CALLE 17 CARRERA 15,No reporto,herido,Choque,F,12,1,2024-02-14,Wednesday,<18
CALLE 45 CON CARRERA 14,Motociclista,herido,Choque,M,64,1,2024-02-14,Wednesday,60+
CALLE 69C #32-94,Acompa̱ante,herido,Choque,F,13,1,2024-02-14,Wednesday,<18
CALLE 69C #32-94,Conductor,herido,Choque,M,45,1,2024-02-14,Wednesday,31-45
CALLE 80 CARRERA 2,Acompa̱ante,herido,Choque,M,18,1,2024-02-14,Wednesday,18-30
CALLE 80 CARRERA 2,Acompa̱ante,herido,Choque,M,24,1,2024-02-14,Wednesday,18-30
CALLE 96 CARRERA 4,Acompa̱ante,herido,Choque,F,28,1,2024-02-14,Wednesday,18-30
CALLE 96 CARRERA 4,Acompa̱ante,herido,Choque,M,5,1,2024-02-14,Wednesday,<18
CALLE 96 CARRERA 4,Motociclista,herido,Choque,M,29,1,2024-02-14,Wednesday,18-30
CALLE 96 CARRERA 4,Motociclista,herido,Choque,M,34,1,2024-02-14,Wednesday,31-45
CARRERA 38 CON CALLE 124,Motociclista,herido,Choque,M,37,1,2024-02-14,Wednesday,31-45
CARRERA 15 SUR CALLE 69,Motociclista,herido,Choque,M,31,1,2024-02-15,Thursday,31-45
CARRERA 38 CALLE 69,Acompa̱ante,herido,Volcamiento,F,34,1,2024-02-15,Thursday,31-45
CARRERA 38 CALLE 69,Motociclista,herido,Volcamiento,M,25,1,2024-02-15,Thursday,18-30
CARRERA 12 CALLE 114,Motociclista,herido,Atropello,M,38,1,2024-02-16,Friday,31-45
CARRERA 12 CALLE 114,Peaton,herido,Atropello,F,71,1,2024-02-16,Friday,60+
CALLE 50 # 29-90,Motociclista,herido,Choque,M,45,1,2024-02-16,Friday,31-45
CRA 38 CON CALLE 130,Conductor,herido,Choque,M,40,1,2024-02-16,Friday,31-45
CRA 38 CON CALLE 130,Pasajero,herido,Choque,F,17,1,2024-02-16,Friday,<18
CRA 38 CON CALLE 130,Pasajero,herido,Choque,F,39,1,2024-02-16,Friday,31-45
CRA 38 CON CALLE 130,Pasajero,herido,Choque,F,43,1,2024-02-16,Friday,31-45
CRA 38 CON CALLE 130,Pasajero,herido,Choque,F,44,1,2024-02-16,Friday,31-45
CRA 39 CON CALLE 37,Pasajero,herido,Choque,F,27,1,2024-02-16,Friday,18-30
AV CIRCUNVALAR CALLE 46,Acompa̱ante,herido,Choque,F,30,1,2024-02-17,Saturday,18-30
AV CIRCUNVALAR CALLE 46,Motociclista,herido,Choque,M,21,1,2024-02-17,Saturday,18-30
CALLE 35 CARRERA 2B,Motociclista,herido,Choque,M,36,1,2024-02-17,Saturday,31-45
CALLE 35 CARRERA 2B,Pasajero,herido,Choque,M,36,1,2024-02-17,Saturday,31-45
CALLE 42 CARRERA 6,Motociclista,herido,Choque,M,21,1,2024-02-17,Saturday,18-30
CARRERA 14 CON CALLE 46,Motociclista,herido,Choque,M,40,1,2024-02-17,Saturday,31-45
CALLE 71 CARRERA 5 SUR,Peaton,herido,Atropello,F,16,1,2024-02-18,Sunday,<18
CALLE 42 CARRERA 24,Motociclista,herido,Choque,M,26,1,2024-02-18,Sunday,18-30
CARRERA 38 CALLE 102B,Acompa̱ante,herido,Choque,F,19,1,2024-02-18,Sunday,18-30
CARRERA 38 CALLE 102B,Motociclista,herido,Choque,M,19,1,2024-02-18,Sunday,18-30
CALLE 30 CARRERA 26,Motociclista,herido,Choque,M,42,1,2024-02-19,Monday,31-45
CALLE 47 CON CARRERA 14,Acompa̱ante,herido,Choque,M,54,1,2024-02-19,Monday,46-60
CALLE 85 CRA 64,Motociclista,herido,Choque,M,24,1,2024-02-19,Monday,18-30
CARRERA 51 CALLE 41,Acompa̱ante,herido,Choque,F,15,1,2024-02-19,Monday,<18
CARRERA 51 CALLE 41,Motociclista,herido,Choque,M,18,1,2024-02-19,Monday,18-30
CARRERA 58 #96-38,Motociclista,herido,Choque,M,41,1,2024-02-19,Monday,31-45
CARRERA 9G CALLE 130 CARIBE VERDE,Motociclista,herido,Choque,M,35,1,2024-02-19,Monday,31-45
CRA 8 G CALLE 52C,Motociclista,herido,Choque,M,54,1,2024-02-19,Monday,46-60
CRA 8 G CALLE 52C,Pasajero,herido,Choque,M,32,1,2024-02-19,Monday,31-45
CALLE 45 CARRERA 11 SUR,Peaton,herido,Atropello,F,42,1,2024-02-20,Tuesday,31-45
CALLE 80 # 72 - 48,Peaton,herido,Atropello,M,47,1,2024-02-20,Tuesday,46-60
AVEDNIDA CORDIALIDAD CON CARRERA 5A,Pasajero,herido,Caida Ocupante,F,65,1,2024-02-20,Tuesday,60+
CALLE 31 CARRERA 20,Pasajero,herido,Choque,F,29,1,2024-02-20,Tuesday,18-30
CARRERA 27 CALLE 35,Conductor,herido,Choque,F,38,1,2024-02-20,Tuesday,31-45
CRA 21 CALLE 35,Acompa̱ante,herido,Choque,F,22,1,2024-02-20,Tuesday,18-30
CRA 21 CALLE 35,Motociclista,herido,Choque,M,24,1,2024-02-20,Tuesday,18-30
VIA 40 # 75 - 31,Motociclista,herido,Choque,M,25,1,2024-02-20,Tuesday,18-30
CALLE 30 CARRERA 45,Peaton,herido,Atropello,M,22,1,2024-02-21,Wednesday,18-30
CALLE 53D CRA 25,Pasajero,herido,Atropello,F,19,1,2024-02-21,Wednesday,18-30
CALLE 110 CON CARRERA 12B,Motociclista,herido,Choque,M,23,1,2024-02-21,Wednesday,18-30
CRA 46 CALLE 75,Pasajero,herido,Choque,F,51,1,2024-02-21,Wednesday,46-60
AVENIDA CIRCUNVALAR CALLE 48,Acompa̱ante,herido,Atropello,F,14,1,2024-02-22,Thursday,<18
AVENIDA CIRCUNVALAR CALLE 48,Conductor,herido,Atropello,M,56,1,2024-02-22,Thursday,46-60
AVENIDA CIRCUNVALAR CALLE 48,Peaton,herido,Atropello,F,24,1,2024-02-22,Thursday,18-30
AVENIDA CIRCUNVALAR CALLE 48,Peaton,herido,Atropello,M,52,1,2024-02-22,Thursday,46-60
AVENIDA CIRCUNVALAR CALLE 48,Peaton,herido,Atropello,M,62,1,2024-02-22,Thursday,60+
CARRERA 6 CALLE 110,Acompa̱ante,herido,Atropello,F,28,1,2024-02-22,Thursday,18-30
CARRERA 6 CALLE 110,Motociclista,herido,Atropello,M,28,1,2024-02-22,Thursday,18-30
CARRERA 6 CALLE 110,Peaton,herido,Atropello,M,38,1,2024-02-22,Thursday,31-45
CARRERA 15 CALLE 28,Acompa̱ante,herido,Choque,M,27,1,2024-02-22,Thursday,18-30
CARRERA 15 CALLE 28,Motociclista,herido,Choque,M,41,1,2024-02-22,Thursday,31-45
CARRERA 38 CALLE 29,Motociclista,herido,Choque,M,31,1,2024-02-22,Thursday,31-45
CARRERA 41 CALLE 47,Motociclista,herido,Choque,F,32,1,2024-02-22,Thursday,31-45
CARRERA 43 CALLE 69,Acompa̱ante,herido,Choque,F,28,1,2024-02-22,Thursday,18-30
CARRERA 43 CALLE 69,Motociclista,herido,Choque,M,30,1,2024-02-22,Thursday,18-30
VIA 40 CALLE 85 +1200MTS,Conductor,herido,Choque,F,30,1,2024-02-22,Thursday,18-30
CALLE 110 CON CARRERA 14,Motociclista,herido,Choque,M,22,1,2024-02-23,Friday,18-30
CALLE 14 # 20-53,Acompa̱ante,herido,Choque,F,47,1,2024-02-23,Friday,46-60
CALLE 14 # 20-53,Ciclista,herido,Choque,M,64,1,2024-02-23,Friday,60+
CARRERA 38 CALLE 55,Conductor,herido,Choque,M,20,1,2024-02-23,Friday,18-30
CARRERA 38 CALLE 55,Conductor,herido,Choque,M,30,1,2024-02-23,Friday,18-30
CARRERA 59B ENTRE CALLE 78 Y 77,Motociclista,herido,Choque,M,48,1,2024-02-23,Friday,46-60
CALLE 71 CON CARRERA 32,Peaton,herido,Atropello,M,18,1,2024-02-24,Saturday,18-30
CALLE 58 CARRERA 62,Motociclista,herido,Choque,M,18,1,2024-02-24,Saturday,18-30
KILOMETRO 6 VIA JUAN MINA,Motociclista,muerto,Choque,M,52,1,2024-02-24,Saturday,46-60
VIA 40 CALLE 85,Motociclista,herido,Choque,M,41,1,2024-02-24,Saturday,31-45
CALLE 51B CARRERA 2B,Motociclista,herido,Atropello,M,18,1,2024-02-25,Sunday,18-30
CALLE 51B CARRERA 2B,Peaton,herido,Atropello,F,16,1,2024-02-25,Sunday,<18
AVENIDA CIRCUNVALAR CON CARRERA 38B,Motociclista,herido,Choque,M,29,1,2024-02-25,Sunday,18-30
CALLE 110 CARRERA 20,Motociclista,herido,Choque,M,30,1,2024-02-25,Sunday,18-30
CALLE 110 CARRERA 26,Acompa̱ante,herido,Choque,F,19,1,2024-02-25,Sunday,18-30
CALLE 110 CARRERA 26,Motociclista,herido,Choque,M,19,1,2024-02-25,Sunday,18-30
CALLE 68 CON CARRERA 23,Acompa̱ante,herido,Choque,F,32,1,2024-02-25,Sunday,31-45
CALLE 68 CON CARRERA 23,Motociclista,herido,Choque,M,36,1,2024-02-25,Sunday,31-45
CARRERA 38 CON CALLE 40,Conductor,herido,Choque,M,63,1,2024-02-25,Sunday,60+
CARRERA 38 CON CALLE 40,Pasajero,herido,Choque,M,37,1,2024-02-25,Sunday,31-45
VIA 40 CARRERA 53,Motociclista,herido,Choque,M,27,1,2024-02-25,Sunday,18-30
CARRERA 15 SUR # 90B - 204,Acompa̱ante,herido,Choque,F,27,1,2024-02-26,Monday,18-30
VIA 40 CON CARRERA 67B,Acompa̱ante,herido,Choque,F,22,1,2024-02-26,Monday,18-30
